CID,workexp,age,gender,Source,Educ,previous,location,Joined
C2015JTEONH,4,26,M,1-Consultancy,e2,No,L5,Not Joined
C2015IAP6AP,4,35,F,3-SocialMedia,e2,No,L1,Joined
C2015K7WQQB,4,36,M,1-Consultancy,e1,Yes,L5,Joined
C201572ARC5,4,35,F,2-Referral,e2,No,L2,Not Joined
C2015267MJ1,4,37,M,3-SocialMedia,e1,No,L3,Joined
C2015GE7K3U,3,38,F,3-SocialMedia,e2,No,L5,Not Joined
C20155MW94K,4,40,M,2-Referral,e1,Yes,L5,Joined
C2015HZO3J6,4,37,F,2-Referral,e2,No,L3,Not Joined
C2015AZ3F4H,3,38,M,1-Consultancy,e2,No,L2,Not Joined
C2015C80YM5,4,32,F,2-Referral,e2,Yes,L4,Not Joined
C2015Q7SYTC,4,35,M,3-SocialMedia,e1,No,L5,Not Joined
C2015IU9A8S,3,36,F,3-SocialMedia,e1,Yes,L1,Not Joined
C2015X9QZP5,3,37,M,1-Consultancy,e2,No,L3,Not Joined
C2015AO6VDO,3,27,F,1-Consultancy,e2,Yes,L2,Not Joined
C20154OD2HB,4,37,M,2-Referral,e1,No,L4,Not Joined
C2015CTN330,3,37,M,2-Referral,e2,No,L7,Joined
C2015K88DUU,4,36,M,3-SocialMedia,e1,No,L1,Not Joined
C20151WWCIU,3,40,M,2-Referral,e2,Yes,L1,Joined
C20159RLBOC,4,44,M,2-Referral,e2,No,L5,Joined
C2015BO8830,4,43,F,3-SocialMedia,e2,Yes,L7,Joined
C2015TGVGTN,3,35,F,2-Referral,e1,No,L3,Joined
C20153YDVCQ,3,31,F,2-Referral,e1,No,L1,Not Joined
C201545C8WG,3,37,M,2-Referral,e2,No,L3,Not Joined
C20154VHXOF,3,38,F,2-Referral,e2,No,L2,Not Joined
C20156MY13D,4,32,M,3-SocialMedia,e2,No,L4,Not Joined
C2015882UJ2,3,35,F,3-SocialMedia,e2,Yes,L5,Not Joined
C201506U4O8,3,37,M,2-Referral,e1,Yes,L5,Joined
C20153WNCTG,4,37,F,2-Referral,e2,No,L3,Not Joined
C2015X3Z5QF,3,27,M,2-Referral,e2,No,L2,Not Joined
C20153D3KGJ,4,44,F,3-SocialMedia,e2,Yes,L1,Joined
C2015182MNF,4,43,M,1-Consultancy,e2,No,L5,Joined
C2015NGB40N,3,35,F,3-SocialMedia,e2,Yes,L7,Joined
C2015YRKRP1,3,35,M,1-Consultancy,e2,No,L3,Not Joined
C20151UGI7E,4,44,F,2-Referral,e1,No,L1,Joined
C2015S8828Y,4,37,M,1-Consultancy,e2,No,L4,Not Joined
C20155OWHRD,3,36,M,3-SocialMedia,e2,No,L7,Joined
C20157W5TAU,4,39,M,3-SocialMedia,e2,No,L3,Joined
C2015UAF917,3,37,F,2-Referral,e2,No,L3,Not Joined
C2015ZCOZMI,4,38,M,2-Referral,e2,No,L2,Not Joined
C201582XURV,4,32,F,3-SocialMedia,e1,Yes,L4,Not Joined
C2015G0TC0H,4,35,M,3-SocialMedia,e1,No,L5,Not Joined
C2015GI54P0,3,43,F,3-SocialMedia,e1,No,L1,Joined
C2015TWB4U4,4,35,M,2-Referral,e1,No,L5,Joined
C2015DTJ43T,4,27,F,3-SocialMedia,e2,No,L2,Not Joined
C2015RKV3WS,4,44,M,1-Consultancy,e2,No,L3,Joined
C2015CHRCKG,3,26,F,3-SocialMedia,e1,Yes,L5,Not Joined
C201543QJOL,4,36,M,2-Referral,e2,Yes,L1,Not Joined
C2015QAJC9H,4,35,F,1-Consultancy,e2,Yes,L3,Not Joined
C2015CJUEJ0,3,35,M,2-Referral,e2,Yes,L2,Not Joined
C2015TO0BVN,4,37,F,3-SocialMedia,e1,Yes,L4,Not Joined
C2015Z57IFZ,4,40,M,3-SocialMedia,e2,Yes,L5,Joined
C2015Z08M9C,3,31,F,2-Referral,e2,No,L1,Not Joined
C2015DZN8T3,4,37,M,3-SocialMedia,e1,Yes,L3,Not Joined
C20152EM53U,4,35,F,2-Referral,e1,No,L1,Joined
C2015NWQFTM,4,32,M,3-SocialMedia,e1,Yes,L4,Not Joined
C2015SJ9ARM,4,35,F,3-SocialMedia,e1,Yes,L5,Not Joined
C20154IF2T5,3,36,M,2-Referral,e1,No,L1,Not Joined
C2015OFQFYS,3,36,F,3-SocialMedia,e1,No,L1,Joined
C2015D9BQ6W,3,39,M,1-Consultancy,e1,Yes,L5,Joined
C2015QD36Q8,4,37,M,3-SocialMedia,e2,No,L7,Joined
C20154431DC,4,37,M,3-SocialMedia,e1,Yes,L3,Joined
C20152FZ3KR,3,36,F,3-SocialMedia,e2,Yes,L1,Not Joined
C2015DZDXWX,4,35,M,3-SocialMedia,e1,No,L3,Not Joined
C2015WY3GY5,4,35,F,3-SocialMedia,e2,No,L2,Not Joined
C2015PSY6KQ,4,37,M,3-SocialMedia,e2,No,L4,Not Joined
C2015K2PU01,4,41,F,2-Referral,e2,Yes,L1,Joined
C2015DA97PZ,3,31,M,1-Consultancy,e2,Yes,L1,Not Joined
C2015F62HUL,4,37,F,3-SocialMedia,e1,No,L3,Not Joined
C2015PH3W75,3,36,M,3-SocialMedia,e1,No,L3,Joined
C2015X2FEOL,3,39,F,2-Referral,e2,No,L1,Joined
C20151UP3OV,4,35,M,1-Consultancy,e2,No,L5,Not Joined
C20150E1TDG,4,36,F,3-SocialMedia,e2,No,L1,Not Joined
C2015I10FKO,3,37,M,2-Referral,e2,Yes,L3,Not Joined
C2015AMUPKZ,5,44,F,1-Consultancy,e1,Yes,L1,Joined
C2015CKYKSE,4,37,M,2-Referral,e1,Yes,L4,Not Joined
C2015WY6I3Z,3,26,F,1-Consultancy,e2,No,L5,Not Joined
C2015J11ALP,4,41,M,1-Consultancy,e2,Yes,L3,Joined
C2015TAI4E5,4,35,F,1-Consultancy,e2,No,L3,Not Joined
C2015UUB93W,4,35,M,1-Consultancy,e1,Yes,L2,Not Joined
C2015M5TWZ4,4,36,F,3-SocialMedia,e1,No,L7,Joined
C2015YIJ4SS,3,38,M,3-SocialMedia,e2,Yes,L5,Not Joined
C2015BS1WWO,3,37,F,3-SocialMedia,e1,Yes,L1,Joined
C2015NHGFIO,3,37,M,1-Consultancy,e1,Yes,L5,Joined
C2015GEVGRG,3,38,F,1-Consultancy,e2,No,L2,Not Joined
C2015HZ3A2B,3,44,F,2-Referral,e1,Yes,L3,Joined
C2015XO9PLU,4,43,M,1-Consultancy,e1,Yes,L1,Joined
C2015I1EUSL,3,36,M,3-SocialMedia,e2,Yes,L1,Not Joined
C2015L1NNOK,4,37,F,3-SocialMedia,e2,Yes,L3,Not Joined
C20151TMKQ2,3,27,M,2-Referral,e1,No,L2,Not Joined
C20150ACO12,3,35,M,1-Consultancy,e2,No,L1,Joined
C2015U348UP,3,36,M,1-Consultancy,e2,Yes,L5,Joined
C20155BA188,4,36,F,2-Referral,e2,No,L1,Not Joined
C2015EOGOKS,4,37,F,3-SocialMedia,e1,Yes,L3,Joined
C2015Z0F0CF,4,35,F,3-SocialMedia,e2,No,L2,Not Joined
C2015QNAQOO,3,40,F,1-Consultancy,e2,Yes,L5,Joined
C2015UOFOK8,4,38,F,3-SocialMedia,e1,No,L5,Not Joined
C2015MHFDQD,4,43,F,2-Referral,e2,No,L3,Joined
C2015GZP7AZ,4,37,F,3-SocialMedia,e2,No,L3,Not Joined
C2015219RII,3,41,M,3-SocialMedia,e1,No,L5,Joined
C2015K2UFQM,3,32,F,1-Consultancy,e2,No,L4,Not Joined
C2015VI3SLS,4,35,M,3-SocialMedia,e1,No,L5,Not Joined
C2015RVM62F,3,36,F,1-Consultancy,e1,Yes,L1,Not Joined
C2015OY1116,3,37,M,1-Consultancy,e2,No,L3,Not Joined
C2015OZ900Y,4,37,F,2-Referral,e2,Yes,L7,Joined
C2015F9R0LU,4,37,M,1-Consultancy,e1,No,L3,Joined
C201540UAEJ,4,26,F,1-Consultancy,e2,Yes,L5,Not Joined
C2015O2M6YT,4,44,M,2-Referral,e1,No,L5,Joined
C2015SWRWXJ,3,43,F,3-SocialMedia,e2,No,L7,Joined
C20153IJ24Q,4,35,F,2-Referral,e2,Yes,L3,Joined
C2015RAFZHX,4,37,F,3-SocialMedia,e1,No,L4,Not Joined
C2015PJ8TCR,4,44,F,1-Consultancy,e2,Yes,L5,Joined
C2015PLGO7W,4,35,M,2-Referral,e1,Yes,L7,Joined
C2015Y6VM8H,4,37,M,2-Referral,e2,Yes,L3,Not Joined
C2015FCQ0M2,4,39,M,2-Referral,e1,No,L1,Joined
C2015XA6BS8,4,37,F,2-Referral,e2,No,L5,Joined
C2015SC804O,4,35,F,3-SocialMedia,e1,No,L5,Not Joined
C2015FD6VQR,4,40,M,2-Referral,e2,Yes,L3,Joined
C2015W0R3LN,3,44,M,3-SocialMedia,e2,No,L1,Joined
C2015O5KY73,4,43,M,2-Referral,e2,No,L5,Joined
C2015745SOU,4,37,F,2-Referral,e2,Yes,L4,Not Joined
C20154W2Q9M,3,26,M,1-Consultancy,e1,Yes,L5,Not Joined
C2015VUC5Y8,3,44,F,2-Referral,e1,Yes,L1,Joined
C2015DZH6HI,3,35,M,2-Referral,e1,No,L5,Joined
C2015XL4JTI,4,35,F,3-SocialMedia,e1,No,L2,Not Joined
C2015UQKBFE,4,37,M,2-Referral,e2,No,L4,Not Joined
C20150W66OK,4,37,F,2-Referral,e1,Yes,L1,Joined
C2015UM74TY,3,31,M,2-Referral,e1,Yes,L1,Not Joined
C20151L6W6N,4,37,F,3-SocialMedia,e1,No,L3,Not Joined
C2015H0AJW3,4,44,M,2-Referral,e1,Yes,L3,Joined
C2015NTJ5FB,3,32,F,3-SocialMedia,e1,No,L4,Not Joined
C2015L9GX3Y,3,35,M,1-Consultancy,e1,Yes,L5,Joined
C2015L9694C,4,36,F,3-SocialMedia,e1,No,L1,Not Joined
C2015Q1QMBI,3,44,M,3-SocialMedia,e1,No,L3,Joined
C20158WJLOZ,4,27,F,3-SocialMedia,e2,No,L2,Not Joined
C20159FWLPK,3,36,M,2-Referral,e1,Yes,L5,Joined
C2015RP1CH9,4,26,F,3-SocialMedia,e2,No,L5,Not Joined
C2015XXPBKP,4,37,M,3-SocialMedia,e2,Yes,L3,Joined
C20157DIVHS,3,37,M,1-Consultancy,e2,Yes,L1,Joined
C20155KG5OF,4,40,M,2-Referral,e2,Yes,L5,Joined
C2015A5QDQE,4,37,F,2-Referral,e1,No,L4,Not Joined
C2015Q6SET0,4,38,M,3-SocialMedia,e2,No,L5,Not Joined
C2015E6DDOO,4,31,F,2-Referral,e2,No,L1,Not Joined
C2015PS7V5Q,4,37,M,2-Referral,e1,Yes,L3,Not Joined
C2015ZXX8H3,3,44,M,2-Referral,e1,Yes,L7,Joined
C20157GMFN7,4,32,M,2-Referral,e1,Yes,L4,Not Joined
C2015XA0Y3X,4,35,F,2-Referral,e1,No,L5,Not Joined
C2015FJ3UUC,3,39,M,3-SocialMedia,e1,Yes,L5,Joined
C20155CI1RQ,4,37,F,3-SocialMedia,e1,Yes,L3,Not Joined
C2015XZ4BGR,3,27,M,3-SocialMedia,e2,Yes,L2,Not Joined
C2015A4NQMW,4,37,F,3-SocialMedia,e2,No,L4,Not Joined
C2015ZVJKYX,4,44,M,1-Consultancy,e1,Yes,L5,Joined
C2015ZNWDUC,4,36,F,3-SocialMedia,e2,Yes,L1,Not Joined
C2015GGMKKN,3,35,M,3-SocialMedia,e1,No,L3,Not Joined
C2015XPA3XO,4,35,F,3-SocialMedia,e1,No,L2,Not Joined
C20151FNXEF,4,44,F,2-Referral,e2,No,L5,Joined
C2015Z65C2X,4,38,F,1-Consultancy,e1,No,L5,Not Joined
C2015W825E2,3,31,M,3-SocialMedia,e1,Yes,L1,Not Joined
C2015MBNQ9F,3,37,F,2-Referral,e2,Yes,L3,Not Joined
C2015HSTGDT,4,37,M,2-Referral,e1,No,L5,Joined
C2015AM5BGU,4,32,F,3-SocialMedia,e2,Yes,L4,Not Joined
C2015UR597X,3,35,M,2-Referral,e2,No,L5,Not Joined
C2015ZHZQWI,4,44,M,2-Referral,e1,No,L1,Joined
C2015DB0H39,4,37,M,2-Referral,e1,No,L3,Not Joined
C2015XBC5AZ,4,27,F,2-Referral,e2,Yes,L2,Not Joined
C2015AHB7TL,5,41,M,2-Referral,e1,No,L3,Joined
C20159SMTAK,4,44,F,3-SocialMedia,e1,Yes,L1,Joined
C20159B18IN,4,36,M,3-SocialMedia,e2,Yes,L1,Not Joined
C20156LHINP,3,35,F,2-Referral,e2,No,L3,Not Joined
C2015J544L5,3,35,M,2-Referral,e1,Yes,L2,Not Joined
C2015NGF0TT,4,37,F,1-Consultancy,e1,Yes,L4,Not Joined
C2015QD4CXH,3,37,F,1-Consultancy,e1,No,L5,Joined
C2015M2XOVV,4,31,F,1-Consultancy,e2,No,L1,Not Joined
C2015RC0IVC,4,44,M,2-Referral,e2,Yes,L3,Joined
C2015V1NA8P,3,43,F,3-SocialMedia,e2,No,L1,Joined
C2015SH60ZL,3,32,M,1-Consultancy,e1,Yes,L4,Not Joined
C2015OXL0P0,4,41,F,1-Consultancy,e1,No,L7,Joined
C2015ZF7M9U,4,36,M,1-Consultancy,e2,Yes,L1,Not Joined
C2015KGSV2Q,4,37,F,3-SocialMedia,e2,No,L3,Not Joined
C20156GB0RI,4,27,M,2-Referral,e1,Yes,L2,Not Joined
C2015DR7K9M,4,39,F,1-Consultancy,e1,Yes,L7,Joined
C2015UE5TS4,4,37,M,2-Referral,e1,No,L3,Joined
C2015GAEJKQ,4,37,F,2-Referral,e2,Yes,L1,Joined
C2015A4WLJ8,4,40,F,3-SocialMedia,e2,Yes,L5,Joined
C201577ZWB3,4,35,F,3-SocialMedia,e1,No,L2,Not Joined
C2015I6JBD1,3,43,F,1-Consultancy,e1,Yes,L3,Joined
C201508TKB2,3,35,M,2-Referral,e1,No,L1,Joined
C20154DRXTZ,3,31,M,1-Consultancy,e2,No,L1,Not Joined
C2015NMHCK8,4,37,F,1-Consultancy,e2,Yes,L3,Not Joined
C2015AN502C,4,38,M,3-SocialMedia,e2,Yes,L2,Not Joined
C2015EQPFTM,4,36,F,3-SocialMedia,e2,No,L1,Joined
C20153UGBN9,4,35,M,2-Referral,e2,Yes,L5,Not Joined
C2015EBDIZD,4,37,M,2-Referral,e2,No,L7,Joined
C20155RL0NO,4,37,M,3-SocialMedia,e1,Yes,L3,Not Joined
C20150DF6PY,4,40,F,2-Referral,e1,No,L1,Joined
C20157UF00J,4,37,M,3-SocialMedia,e2,Yes,L4,Not Joined
C2015DCKUYV,4,26,F,2-Referral,e1,No,L5,Not Joined
C2015HQ725D,3,35,M,3-SocialMedia,e2,Yes,L3,Joined
C2015QPFLB6,3,41,M,1-Consultancy,e1,No,L1,Joined
C201567PG3P,4,35,M,2-Referral,e1,Yes,L2,Not Joined
C2015SVBN6M,4,35,F,1-Consultancy,e1,No,L7,Joined
C2015MFJ7YX,4,38,M,2-Referral,e1,Yes,L5,Not Joined
C20151ZGQGQ,4,31,F,1-Consultancy,e2,Yes,L1,Not Joined
C2015NSHKN6,4,37,F,2-Referral,e1,Yes,L5,Joined
C2015KLTQR7,4,38,F,2-Referral,e1,Yes,L2,Not Joined
C2015OID7X0,4,40,M,3-SocialMedia,e1,No,L3,Joined
C20152ADD37,4,35,F,3-SocialMedia,e2,No,L5,Not Joined
C2015JTOFFM,4,36,M,2-Referral,e1,No,L1,Not Joined
C201558I15P,4,35,F,1-Consultancy,e1,Yes,L7,Joined
C20154SSRMZ,4,27,M,2-Referral,e2,Yes,L2,Not Joined
C20150F6X0H,4,44,M,2-Referral,e2,Yes,L1,Joined
C2015VBPA1J,4,26,M,2-Referral,e2,No,L5,Not Joined
C2015NQEJ79,3,36,M,1-Consultancy,e1,Yes,L7,Joined
C2015MCMOG0,4,39,F,1-Consultancy,e1,No,L3,Joined
C2015WP1YGN,4,37,M,1-Consultancy,e2,No,L1,Joined
C2015YBFHOI,3,37,M,3-SocialMedia,e1,Yes,L4,Not Joined
C2015N4HM44,4,40,F,3-SocialMedia,e1,Yes,L7,Joined
C2015X6N931,4,31,M,2-Referral,e1,Yes,L1,Not Joined
C2015VLLPPX,4,37,F,3-SocialMedia,e1,No,L3,Not Joined
C2015ENDAE9,4,38,M,2-Referral,e1,No,L2,Not Joined
C2015PUY7ZE,4,41,F,3-SocialMedia,e1,No,L7,Joined
C2015R09P1I,3,35,M,1-Consultancy,e2,No,L5,Not Joined
C2015417TIT,4,35,F,2-Referral,e2,No,L1,Joined
C2015O1CC75,3,37,M,2-Referral,e1,Yes,L3,Not Joined
C2015K0IXN5,4,27,F,2-Referral,e2,Yes,L2,Not Joined
C2015BAMF9Y,3,37,M,3-SocialMedia,e2,No,L4,Not Joined
C2015FJHEK4,3,37,F,3-SocialMedia,e2,No,L1,Joined
C2015YPEZRX,3,40,M,1-Consultancy,e1,Yes,L5,Joined
C2015CS7I98,4,44,F,2-Referral,e1,Yes,L7,Joined
C2015629ZV6,4,43,M,1-Consultancy,e1,Yes,L3,Joined
C2015KZOTLN,4,37,F,3-SocialMedia,e2,Yes,L4,Not Joined
C20151O7A0T,3,38,M,1-Consultancy,e2,Yes,L5,Not Joined
C2015G43I1E,3,31,F,2-Referral,e2,Yes,L1,Not Joined
C2015NOLGVC,4,35,M,2-Referral,e1,Yes,L3,Joined
C2015Q16XOF,4,36,M,2-Referral,e1,Yes,L1,Joined
C2015KHC506,4,32,M,2-Referral,e1,Yes,L4,Not Joined
C2015QL2CSO,4,35,F,2-Referral,e1,No,L5,Not Joined
C2015WSNWQQ,4,37,F,1-Consultancy,e2,No,L3,Joined
C2015PBH4PW,4,40,F,2-Referral,e1,No,L1,Joined
C2015OQH9PW,4,44,M,2-Referral,e2,No,L5,Joined
C2015DL3F9W,4,43,F,2-Referral,e1,No,L7,Joined
C20156IOCHP,3,35,M,2-Referral,e2,No,L3,Joined
C20152QHG50,3,36,F,1-Consultancy,e2,No,L1,Not Joined
C2015EOKW6Z,4,35,M,3-SocialMedia,e2,Yes,L3,Not Joined
C2015MC6ZI8,4,35,F,3-SocialMedia,e1,Yes,L2,Not Joined
C2015KNQYLX,3,36,F,3-SocialMedia,e1,Yes,L3,Joined
C2015DAD7ZH,4,38,F,2-Referral,e1,Yes,L5,Not Joined
C2015IVV6IB,4,37,M,3-SocialMedia,e1,No,L5,Joined
C2015UZI40F,4,37,F,2-Referral,e2,No,L3,Not Joined
C201542DOH3,3,40,M,2-Referral,e2,No,L3,Joined
C2015UCM9VM,4,44,F,2-Referral,e2,Yes,L1,Joined
C2015D6QOH9,4,43,F,3-SocialMedia,e1,Yes,L5,Joined
C2015NY3GOD,3,35,F,1-Consultancy,e1,Yes,L7,Joined
C2015ED9VDR,4,41,F,2-Referral,e2,Yes,L3,Joined
C2015Q61XOA,4,27,F,2-Referral,e2,Yes,L2,Not Joined
C2015CYNKJG,3,37,M,3-SocialMedia,e1,Yes,L4,Not Joined
C201529Z93R,3,26,F,2-Referral,e2,No,L5,Not Joined
C2015YH6ZHU,4,39,M,2-Referral,e1,No,L3,Joined
C2015AE0VON,4,35,F,2-Referral,e1,Yes,L3,Not Joined
C2015XOXJ0S,4,35,M,3-SocialMedia,e1,Yes,L2,Not Joined
C2015P898D2,3,37,F,1-Consultancy,e1,No,L4,Not Joined
C201575GHU2,3,38,M,1-Consultancy,e1,Yes,L5,Not Joined
C2015TTLMYT,3,43,M,1-Consultancy,e1,No,L1,Joined
C2015EGQ3YT,4,37,M,3-SocialMedia,e1,Yes,L3,Not Joined
C2015852HM5,4,41,F,2-Referral,e1,No,L7,Joined
C2015BV5WXM,3,32,M,3-SocialMedia,e1,No,L4,Not Joined
C20154XI9B0,3,35,F,2-Referral,e2,No,L5,Not Joined
C2015B2AJGX,4,36,M,3-SocialMedia,e1,No,L1,Not Joined
C2015J0R3VE,4,37,F,1-Consultancy,e1,No,L3,Not Joined
C2015HNGRE7,4,37,M,1-Consultancy,e2,Yes,L3,Joined
C2015FVQDVY,4,37,F,2-Referral,e2,No,L4,Not Joined
C2015KWZ5ZS,3,26,M,2-Referral,e2,No,L5,Not Joined
C2015LDF4MV,4,44,M,2-Referral,e2,Yes,L7,Joined
C2015U6WKKK,4,35,M,2-Referral,e1,No,L3,Not Joined
C201532ZYNV,3,35,M,2-Referral,e2,No,L1,Joined
C2015EVJGWQ,4,37,M,2-Referral,e2,No,L4,Not Joined
C2015CZQ3QZ,4,44,F,2-Referral,e2,No,L7,Joined
C2015JQM8CA,3,31,M,3-SocialMedia,e1,Yes,L1,Not Joined
C2015JG1NVH,4,36,F,1-Consultancy,e2,No,L1,Joined
C2015AL2PIT,3,39,M,3-SocialMedia,e2,No,L5,Joined
C2015EXKRB8,4,32,F,2-Referral,e2,No,L4,Not Joined
C201524G1KR,4,35,M,3-SocialMedia,e1,No,L5,Not Joined
C201578A351,4,36,F,2-Referral,e1,No,L1,Not Joined
C2015X4XMIY,4,44,M,3-SocialMedia,e1,Yes,L5,Joined
C2015IVYV77,4,43,M,1-Consultancy,e1,No,L7,Joined
C2015J6AO15,4,35,M,3-SocialMedia,e2,Yes,L3,Joined
C2015PMDYOZ,4,41,F,1-Consultancy,e1,Yes,L1,Joined
C20157NUQKR,4,36,M,1-Consultancy,e1,Yes,L1,Not Joined
C201545ZP8Z,3,35,F,2-Referral,e1,No,L3,Not Joined
C2015S2OP2I,4,36,M,3-SocialMedia,e1,No,L3,Joined
C2015F8CJXK,4,37,F,3-SocialMedia,e2,No,L4,Not Joined
C2015TYPYBL,3,38,M,3-SocialMedia,e2,Yes,L5,Not Joined
C2015NEJMY8,4,37,F,3-SocialMedia,e1,Yes,L7,Joined
C2015Z8UW3H,3,37,M,1-Consultancy,e1,No,L3,Not Joined
C20150ST68P,4,44,M,1-Consultancy,e1,Yes,L1,Joined
C2015BTE6JG,3,43,F,1-Consultancy,e2,Yes,L5,Joined
C2015HATFW1,4,35,M,2-Referral,e2,Yes,L7,Joined
C2015H6YOOA,3,36,M,3-SocialMedia,e2,No,L1,Not Joined
C2015SR0F60,4,44,M,2-Referral,e1,No,L1,Joined
C2015HCFP8K,4,35,M,1-Consultancy,e2,Yes,L5,Joined
C2015F3X368,4,36,F,2-Referral,e1,Yes,L7,Joined
C20157II10K,3,26,M,2-Referral,e2,No,L5,Not Joined
C2015H2GA0R,3,37,M,1-Consultancy,e1,No,L1,Joined
C2015CTWSBP,3,37,M,2-Referral,e2,No,L5,Joined
C2015K2TEWT,5,35,F,3-SocialMedia,e2,Yes,L2,Not Joined
C2015NL2J8I,4,37,M,2-Referral,e2,Yes,L4,Not Joined
C2015LPPY3F,3,38,F,3-SocialMedia,e1,Yes,L5,Not Joined
C201564LTNE,3,35,M,2-Referral,e2,Yes,L5,Joined
C2015TW8JNT,4,41,F,2-Referral,e2,No,L7,Joined
C2015V859D7,3,38,M,1-Consultancy,e2,No,L2,Not Joined
C201599JO27,3,32,F,3-SocialMedia,e2,Yes,L4,Not Joined
C20153ILUY2,4,36,M,2-Referral,e2,Yes,L5,Joined
C201539L32W,4,39,F,1-Consultancy,e1,No,L7,Joined
C2015TRJ8BU,4,37,M,2-Referral,e1,Yes,L3,Joined
C201513QZQF,4,37,F,2-Referral,e1,Yes,L1,Joined
C2015EIUK33,3,40,M,1-Consultancy,e1,No,L5,Joined
C2015HRSR0T,4,26,F,1-Consultancy,e1,Yes,L5,Not Joined
C2015ECXGW3,3,36,M,2-Referral,e1,Yes,L1,Not Joined
C2015P6CXHB,3,35,F,2-Referral,e2,Yes,L3,Not Joined
C2015P3QM78,3,41,F,2-Referral,e2,Yes,L5,Joined
C2015V5KW3Q,3,44,F,2-Referral,e2,Yes,L7,Joined
C20153ZD54W,4,38,M,3-SocialMedia,e2,No,L5,Not Joined
C2015XCER3X,3,36,F,3-SocialMedia,e2,No,L1,Joined
C20159GDN14,4,39,F,1-Consultancy,e1,Yes,L5,Joined
C2015PUF3OI,4,38,F,2-Referral,e1,Yes,L2,Not Joined
C2015MKXAW5,4,32,M,1-Consultancy,e2,No,L4,Not Joined
C2015EWONJB,4,35,F,3-SocialMedia,e1,Yes,L5,Not Joined
C2015EI45YQ,4,44,F,2-Referral,e1,Yes,L5,Joined
C2015DK62QO,5,43,M,2-Referral,e2,No,L7,Joined
C2015CRWDF2,4,27,M,3-SocialMedia,e2,Yes,L2,Not Joined
C2015MPDFHE,4,37,F,1-Consultancy,e2,Yes,L4,Not Joined
C2015JECCBB,4,44,M,2-Referral,e2,Yes,L5,Joined
C2015UQW1IB,4,35,F,3-SocialMedia,e1,No,L7,Joined
C2015BX1Y8K,3,36,F,1-Consultancy,e2,Yes,L3,Joined
C2015DE3YGG,4,35,F,1-Consultancy,e2,Yes,L2,Not Joined
C2015GI93EY,4,37,F,3-SocialMedia,e2,No,L5,Joined
C2015V10M9X,4,37,M,2-Referral,e2,Yes,L7,Joined
C2015CJN0PO,3,31,M,1-Consultancy,e2,No,L1,Not Joined
C2015PCW35H,4,37,F,1-Consultancy,e2,No,L3,Not Joined
C2015M4YW65,3,38,M,3-SocialMedia,e1,No,L2,Not Joined
C20153Z2LFW,4,35,F,1-Consultancy,e1,Yes,L7,Joined
C20159PZNPC,3,35,M,2-Referral,e1,Yes,L5,Not Joined
C2015DT4R2G,4,44,F,3-SocialMedia,e2,Yes,L1,Joined
C2015PKBQ2V,3,35,M,3-SocialMedia,e1,No,L5,Joined
C2015JQJLAM,4,36,F,3-SocialMedia,e1,No,L7,Joined
C20152EIJAG,2,39,F,1-Consultancy,e1,No,L3,Joined
C20156TXQXA,4,37,M,1-Consultancy,e2,No,L1,Joined
C2015O3R1JS,4,36,M,1-Consultancy,e2,Yes,L1,Not Joined
C2015STJT6H,4,35,F,3-SocialMedia,e2,Yes,L3,Not Joined
C201510DHD5,4,44,F,1-Consultancy,e1,Yes,L3,Joined
C2015PX18TM,3,43,F,1-Consultancy,e2,Yes,L1,Joined
C2015GKGLZ3,4,38,M,2-Referral,e1,Yes,L5,Not Joined
C2015GSKHZF,3,41,M,2-Referral,e2,No,L7,Joined
C2015LT7EPC,5,37,M,3-SocialMedia,e1,Yes,L3,Not Joined
C2015UHFLWZ,4,38,F,1-Consultancy,e2,Yes,L2,Not Joined
C2015MJ35BN,4,36,M,1-Consultancy,e1,Yes,L5,Joined
C2015QZE08A,4,35,F,2-Referral,e2,Yes,L5,Not Joined
C2015247NSJ,4,37,M,3-SocialMedia,e1,No,L3,Joined
C2015LE6I02,4,37,F,1-Consultancy,e1,No,L3,Not Joined
C2015PLW588,4,40,M,2-Referral,e1,Yes,L5,Joined
C2015DJ4ZR5,4,44,F,3-SocialMedia,e2,Yes,L7,Joined
C2015ZPAKLK,3,26,M,1-Consultancy,e2,No,L5,Not Joined
C2015GCM0D4,4,36,F,1-Consultancy,e1,No,L1,Not Joined
C2015U27NWA,4,41,F,3-SocialMedia,e1,Yes,L5,Joined
C2015C51EZY,4,35,F,1-Consultancy,e1,No,L2,Not Joined
C2015JKES1F,4,35,M,3-SocialMedia,e1,No,L3,Joined
C2015U7FPEV,4,38,F,1-Consultancy,e2,No,L5,Not Joined
C20159OOOIG,4,39,M,3-SocialMedia,e2,Yes,L5,Joined
C20155J1BAW,4,37,F,3-SocialMedia,e1,No,L3,Not Joined
C2015IMOAY8,4,37,M,3-SocialMedia,e2,No,L3,Joined
C2015EK9HN6,4,40,M,2-Referral,e2,Yes,L1,Joined
C20151QLXEH,3,35,M,1-Consultancy,e1,No,L5,Not Joined
C2015A1K3LE,4,43,F,2-Referral,e2,No,L7,Joined
C2015PF9P6U,4,35,M,2-Referral,e1,No,L3,Joined
C2015KUPW93,4,27,F,2-Referral,e2,No,L2,Not Joined
C2015P0VET2,4,37,M,3-SocialMedia,e1,Yes,L4,Not Joined
